,Tokens,Tagged Sentence
1995,"['The', 'first', 'tea', 'trees', 'were', 'planted', 'by', 'royal', 'decree', 'on', 'the', 'sun-drenched', 'slopes', 'of', 'Mount', 'Jiri', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1996,"['Bohinj', ',', 'marked', 'the', 'arrival', 'in', 'the', 'Triglav', 'National', 'Park', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1997,"['In', 'a', 'broader', 'sense', ',', 'Dinara', 'is', 'an', '84-kilometre-long', 'massif', ',', 'which', 'encompasses', 'mountains', 'Dinara', 'over', 'Knin', ',', 'Troglav', 'and', 'Kamešnica', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
1998,"['Close', 'to', 'trail', 'heads', 'of', 'the', 'Triglav', 'National', 'Park', 'and', 'Bohinj', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
1999,"['You', 'can', 'even', 'see', 'the', 'top', 'of', 'the', 'famous', 'Mont', 'Ventoux', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
2000,"['You', 'will', 'be', 'at', 'the', 'foot', 'of', 'Mont', 'Ventoux', ',', 'a', 'paradise', 'for', 'cyclists', 'and', 'walkers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2001,"['Bikes', 'and', 'sidecars', 'are', 'also', 'part', 'of', 'the', 'Mont', 'Ventoux', 'Hillclimb', 'history', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
2002,"['Partez', 'pour', 'une', 'randonnée', 'guidée', 'de', 'Mullayanagiri', ',', 'le', 'plus', 'haut', 'sommet', 'du', 'Karnataka', ',', ""jusqu'au"", 'pic', 'Baba', 'Budangiri', 'et', 'un', 'sentier', 'magnifique', 'le', 'long', ""d'une"", 'crête', 'étroite', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2003,"['Logements', 'à', 'proximité', 'de', 'Baba', 'Budangiri']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
2004,"['While', 'the', 'mines', 'in', 'Madhya', 'Pradesh', ',', 'Bihar', 'and', 'Orissa', 'are', 'supplying', 'the', 'domestic', 'market', ',', 'production', 'from', 'Goa', ',', 'Bailadila', 'and', 'Kudremukh', 'is', 'for', 'exports', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
2005,"['Kudremukh', 'Iron', 'Ore', 'Company', 'Ltd.', '|', '2601', '(', 'd', ')', '|', 'Iron', 'Ores', 'Concentrate', 'prepared', 'by', 'beneficiations', 'and', 'or', 'concentration', 'of', 'low-grade', 'iron', 'ore', 'containing', '40', 'per', 'cent', 'or', 'less', 'of', 'iron', 'produced', 'by', 'Kudremukh', 'Iron', 'Ore', 'Company', 'Ltd', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
2006,"['Thats', ""'s"", 'how', 'we', ""'ve"", 'come', 'to', 'supply', 'both', 'know-how', 'and', 'product', 'to', 'such', 'world-class', 'companies', 'as', 'Iron', 'Ore', 'Company', 'of', 'Canada', ',', 'Québec', 'Cartier', 'Mining', 'Company', ',', 'Alouette', 'aluminum', 'smelter', ',', 'Kudremukh', 'IOC', ',', 'Ganahmsa', 'and', 'CVG', 'International', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2007,"['It', 'is', 'framed', ',', 'on', 'a', 'hundred', 'kilometers', ',', 'by', 'the', 'last', 'summits', 'precipice', 'and', 'gullied', 'of', 'the', 'dinaric', 'Alps', ',', 'the', 'mountains', 'of', 'Lovcen', 'and', 'Orjen', '(', '1894', 'm', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
2008,"['Located', 'at', 'the', 'entrance', 'to', 'the', 'Bay', 'of', 'Kotor', 'and', 'situated', 'at', 'the', 'foot', 'of', 'Mount', 'Orjen', ',', 'the', 'stunning', 'coastal', 'town', 'of', 'Herceg', 'Novi', 'has', 'a', 'lot', 'to', 'offer', 'its', 'visitors', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2009,"['Although', 'many', 'consider', 'it', 'to', 'be', 'a', 'fjord', ',', 'Boka', 'is', 'actually', 'located', 'at', 'the', 'foot', 'of', 'the', 'mountain', 'Orjen', ',', 'at', 'the', 'mouth', 'of', 'an', 'extinct', 'river', ',', 'whose', 'paths', 'have', 'created', 'this', 'unique', 'relief', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2010,"['The', 'mountains', 'are', 'medium', 'height', '-', 'averaging', '900', 'meters', ',', 'with', 'the', 'highest', 'being', 'Mt', '.', 'Iskhodnaya', 'at', '1194', 'meters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
2011,"['Things', 'to', 'do', 'in', 'Jura', 'Enjoy', 'spectacular', 'views', 'of', 'Jura', ""'s"", 'rugged', 'mountain', 'landscape', 'as', 'you', 'travel', 'across', 'the', 'glittering', 'sea', 'by', 'ferry', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2012,"['Edentia', 'abounds', 'in', 'fascinating', 'highlands', ',', 'extensive', 'elevations', 'of', 'physical', 'matter', 'crowned', 'with', 'morontia', 'life', 'and', 'overspread', 'with', 'spiritual', 'glory', ',', 'but', 'there', 'are', 'no', 'rugged', 'mountain', 'ranges', 'such', 'as', 'appear', 'on', 'Urantia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2013,"['Dropping', 'down', ',', 'we', ""'ll"", 'hike', 'by', 'Lake', 'Kayrawiri', ',', 'surrounded', 'by', 'rugged', 'mountain', 'peaks', 'and', 'the', 'great', 'valley', 'below', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2014,"['Trident', 'volcano', 'eruptions', ':', '1974']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
2015,"['Saint', 'Martin', 'River', 'or', 'Little', 'River', ':', 'It', 'begins', 'at', 'Mount', 'Royal', 'Cemetery', 'through', 'Outremont', ',', 'Quebec', 'and', 'the', 'Mile', 'End', 'and', 'Plateau', 'Mont-Royal', 'until', 'La', 'Fontaine', 'Park', '(', 'including', 'the', 'pond', 'is', 'a', 'remnant', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2016,"['View', 'from', 'Mount', 'Washington', 'Summit', '(', 'New', 'Hampshire', ',', 'USA', ')', 'Martin', 'Lancaster']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2017,"['Knuckles', ',', 'get', 'the', 'guy', 'out', 'of', 'my', 'sight', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2018,"['Hike', 'through', 'the', 'peaks', 'and', 'valleys', 'of', 'the', 'massif', ',', 'Knuckles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
2019,"['If', 'someone', 'named', 'Knuckles', 'calls', ',', 'it', ""'s"", 'for', 'me', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2020,"['Blog', 'The', 'Encumeada', 'trail', 'starts', 'a', 'few', 'metres', 'above', 'the', 'Pico', 'Ruivo', 'shelter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
2021,"['Next', ',', 'make', 'your', 'way', 'up', 'to', 'Pico', 'Ruivo', 'through', 'narrow', 'walking', 'routes', ',', 'carved', 'on', 'rocks', 'and', 'with', 'little', 'room', 'for', 'distractions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2022,"['Get', 'there', 'early', 'for', 'parking', ')', 'and', 'then', 'you', 'hike', 'to', 'the', 'second', 'peak', '(', 'Pico', 'Ruivo', ')', ',', 'so', 'it', ""'s"", 'down', 'and', 'then', 'up', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023,"['In', 'sunny', 'days', ',', 'with', 'a', 'clear', 'sky', ',', 'you', 'can', 'admire', 'the', 'view', 'over', 'Curral', 'das', 'Freiras', ',', 'the', 'two', 'highest', 'peaks', 'in', 'the', 'island', ',', 'Pico', 'das', 'Torres', 'and', 'Pico', 'Ruivo', 'and', 'the', 'beautiful', 'Ponta', 'de', 'São', 'Lourenço', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2024,"['Pico', 'das', 'Torres', 'is', 'the', 'second', 'highest', 'peak', 'on', 'the', 'Atlantic', 'island', 'of', 'Madeira', ',', 'Portugal', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2025,"['To', 'reach', 'Pico', 'Ruivo', ',', 'we', 'must', 'go', 'around', 'Pico', 'das', 'Torres', 'up', 'a', 'steep', 'incline', 'of', 'steps', 'carved', 'in', 'the', 'rock', 'and', 'then', 'descend', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2026,"['Other', 'forms', 'of', 'volcanism', 'are', 'present', 'locally', ',', 'such', 'as', 'the', 'strombolian', 'volcano', 'Mont', 'Ross', ',', 'and', 'the', 'volcano-plutonic', 'complex', 'on', 'the', 'Rallier', 'du', 'Baty', 'peninsula', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2027,"['Other', 'forms', 'of', 'volcanism', 'are', 'present', 'locally', ',', 'such', 'as', 'the', 'strombolian', 'volcano', 'Mont', 'Ross', ',', 'and', 'the', 'volcano-plutonic', 'complex', 'on', 'the', 'Rallier', 'du', 'Baty', 'peninsula', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2028,"['Softwinds', '23,3km', 'od', 'lokality', 'Crown', 'Mountain']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
2029,"['Proposed', 'Crown', 'Mountain', 'coal', 'mine', 'site', 'in', 'the', 'Kootenays', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2030,"['Air', 'and', 'ground', 'search', 'started', 'soon', 'after', '.', 'North', 'Shore', 'Rescue', 'ground', 'search', 'crews', 'found', 'aircraft', 'wreckage', 'in', 'steep', 'and', 'heavily', 'wooded', 'terrain', 'southeast', 'of', 'Crown', 'Mountain', 'before', 'nightfall', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
2031,"['Loser', 'sniffs', 'every', 'bowling', 'shoe', 'in', 'the', 'alley', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2032,"['Okay', ',', 'shoot', 'for', 'it', '.', 'Loser', 'goes', 'first', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
2033,"['Seeking', 'men', ',', 'no', 'air', 'pump', '&', 'Loser', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
2034,"['The', 'highest', 'peak', 'is', 'Punta', 'La', 'Marmora', '(', '1,834', 'm', '(', '6,017', 'ft', ')', ')', ',', 'part', 'of', 'the', 'Gennargentu', 'Ranges', 'in', 'the', 'centre', 'of', 'the', 'island', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2035,"['The', 'highest', 'peak', 'reaches', '1834', 'meters', '(', 'Punta', 'La', 'Marmora', ')', 'in', 'the', 'Massif', 'of', 'Gennargentu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2036,"['The', 'peak', 'is', '1.834', 'm', 'high', 'It', 'is', 'called', 'Punta', 'La', 'Marmora', 'in', 'honour', 'of', 'general', 'Alberto', 'La', 'Marmora', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2037,"['There', 'are', 'many', 'places', 'that', 'you', 'will', 'love', 'such', 'as', 'El', 'Cerro', 'de', 'la', 'Silla', ',', 'El', 'Cerro', 'de', 'las', 'Mitras', ',', 'La', 'Sierra', 'Madre', ',', 'where', 'you', 'can', 'find', 'its', 'mountainous', 'landscapes', ',', 'thermal', 'springs', 'and', 'numerous', 'museums', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2038,"['Pourquoi', 'les', 'passionnés', 'doivent-ils', 'faire', 'un', 'voyage', 'à', 'Pico', 'do', 'Arieiro', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']"
2039,"['Marchez', 'et', 'montez', 'à', ""l'une"", 'des', 'plus', 'belles', 'Madère', 'montagnes', 'près', 'de', 'Pico', 'do', 'Arieiro']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN']"
2040,"['Vous', 'pouvez', 'vous', 'tenir', 'sur', 'Pico', 'do', 'Arieiro', 'pour', 'voir', 'les', 'nuages', 'de', 'nuages', 'étonnants', 'dans', 'le', 'ciel', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2041,"['Visit', 'Roque', 'Nublo', ',', 'the', 'island', ""'s"", 'giant']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
2042,"['There', 'are', 'also', 'hiking', 'and', 'cycling', 'routes', ',', 'like', 'to', 'Soria', ',', 'Roque', 'Nublo', ',', 'Mogan', ',', 'etc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
2043,"['If', 'you', ""'re"", 'after', 'a', 'more', 'itinerant', 'approached', ',', 'begin', 'at', 'the', 'Roque', 'Nublo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
2044,"['The', 'Rigi', 'is', 'sometimes', 'called', 'the', '``', 'Queen', 'of', 'the', 'Mountains', ""''"", '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2045,"['Rigi', 'is', 'also', 'famed', 'for', 'its', 'wonderful', 'sunrises', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2046,"['The', 'Rigi', 'area', 'is', 'a', 'territory', 'of', 'national', 'importance', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2047,"['In', 'India', ',', 'the', 'spiritual', 'leader', ',', 'according', 'to', 'Sanskrit', 'writings', ',', 'is', 'called', '-', 'Guru', '(', 'Goru', ')', ',', 'while', 'in', 'Japan', 'the', 'name', 'of', 'the', 'spiritual', 'leader', '(', 'senior', 'teacher', 'of', 'Zen', 'Buddhism', ')', 'is', 'Roshi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2048,"['The', 'character', 'known', 'as', ""'El"", 'Goru', ""'"", ',', 'a', 'mythical', 'figure', 'in', 'the', 'Jumilia', 'region', ',', 'and', 'famous', 'for', 'his', 'overflowing', 'passion', 'for', 'women', ',', 'the', 'vine', 'and', 'life', 'in', 'general', ',', 'greatly', 'inspired', 'the', 'Ego', 'Bodegas', 'winery', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2049,"['Let', 'yourself', 'be', 'captivated', 'by', 'Goru', '-', 'a', 'Spanish', 'white', 'wine', 'designed', 'to', 'satisfy', 'the', 'most', 'delicate', 'palates', '!']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2050,"['Adiyogi', 'is', 'located', 'at', 'the', 'Isha', 'Yoga', 'complex', 'which', 'houses', 'the', 'Dhyanalinga', 'in', 'Coimbatore', ',', 'Tamil', 'Nadu', 'at', 'the', 'foothills', 'of', 'Velliangiri', 'Mountains', ',', 'a', 'range', 'in', 'the', 'Western', 'statue', 'was', 'designed', 'over', 'two', 'years', 'and', 'manufactured', 'within', 'eight', 'months', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2051,"['The', 'Penteleu', 'massif', 'is', 'delimited', 'by', 'the', 'Bâsca', 'Mica', 'and', 'Bâsca', 'Mare', 'Valleys', 'is', 'the', 'largest', 'massif', ',', 'having', 'also', 'highest', 'altitude', 'of', 'the', 'Buzau', 'Mountains', '-1772', 'm', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2052,"['The', 'Buzău', 'Mountains', 'are', 'located', 'in', 'the', 'north', 'of', 'Buzău', 'County', ',', 'part', 'of', 'the', 'Carpathians', 'of', 'Curvature', ',', 'and', 'are', 'consisted', 'five', 'massifs', ':', 'Penteleu', ',', 'Podu', 'Calului', ',', 'Siriu', ',', 'Monteoru', 'and', 'Ivanetu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2053,"['James', 'Gilliland', 'is', 'also', 'the', 'director', 'of', 'a', 'local', 'so-called', '``', 'Self', 'Mastery', 'Institute', ""''"", ',', 'he', 'has', 'organized', 'many', 'skywatches', 'in', 'the', 'region', 'of', 'Mount', 'Adams', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
2054,"['Between', 'Mount', 'Rainier', 'and', 'Mount', 'Adams', 'there', 'is', 'a', 'very', 'high', 'plateau', 'with', 'quite', 'definite', 'north', 'and', 'south', 'edges', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2055,"['11.17.2001', 'USA', 'Mount', 'Adams', 'UFOs', 'still', 'a', 'mystery', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
2056,"['To', 'be', 'able', 'to', 'mount', 'such', 'attacks', ',', 'they', 'are', 'constantly', 'inventing', 'new', 'malware', 'and', 'techniques', ',', 'such', 'as', 'the', 'use', 'of', 'the', 'Telegram', 'Bot', 'API', 'instead', 'of', 'a', 'more', 'conventional', 'C', '&', 'C', 'server', 'for', 'example', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2057,"['API', 'Plant', 'these', 'seeds', 'in', 'your', 'hidden', 'garden', 'in', 'Mount', 'Maelstrom', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2058,"['The', 'system', 'has', 'never', 'been', 'tested', 'in', 'real', 'eruptive', 'conditions', 'even', 'though', 'the', 'opportunity', 'was', 'given', 'by', 'such', 'volcanoes', 'as', 'Mount', 'Etna', ',', 'Sinabung', ',', 'Ubinas', 'or', 'else', 'Sangeang', 'Api', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
2059,"['Kotor', ',', 'a', 'fortified', 'town', 'on', 'Montenegro', ""'s"", 'Adriatic', 'coast', 'in', 'a', 'bay', 'near', 'the', 'limestone', 'cliffs', 'of', 'Mount', 'Lovćen', ',', 'was', 'incredible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
